wrist_y,palm_center_y,thumb_y,index_y,middle_y,ring_y,pinky_y,target
0.6897213459014893,0.6355277299880981,0.6528740525245667,0.5898612141609192,0.6734365224838257,0.7004353404045105,0.730516254901886,left
0.69793701171875,0.645058274269104,0.6611882448196411,0.6037725210189819,0.6807990074157715,0.7071213126182556,0.7375072240829468,left
0.7008870244026184,0.6442161202430725,0.6542514562606812,0.6062363982200623,0.6791601777076721,0.7058126330375671,0.7318399548530579,left
0.7021304965019226,0.6498985290527344,0.6601821780204773,0.6081815958023071,0.6790753602981567,0.705935001373291,0.7337033152580261,left
0.7101307511329651,0.6630804538726807,0.677433967590332,0.6241035461425781,0.6909618973731995,0.7189390659332275,0.7454006671905518,left
0.7294085025787354,0.6811015009880066,0.6940542459487915,0.6414045691490173,0.7046550512313843,0.7343907952308655,0.7610440254211426,left
0.7532631754875183,0.7017093300819397,0.7124668955802917,0.6661825180053711,0.7251992225646973,0.7544848918914795,0.7815474271774292,left
0.7748243808746338,0.725207507610321,0.7349758744239807,0.6888389587402344,0.7477670907974243,0.7781490087509155,0.8085336685180664,left
0.7752163410186768,0.7257830500602722,0.7390347719192505,0.6913331151008606,0.7511134743690491,0.7805972695350647,0.8112912178039551,left
0.776093602180481,0.7312518358230591,0.7491579651832581,0.6905410289764404,0.7541611194610596,0.7858585715293884,0.8171261548995972,left
0.7576432824134827,0.7127959728240967,0.7340453863143921,0.67558753490448,0.7394123673439026,0.7708829045295715,0.8017958402633667,left
0.7275293469429016,0.6727687120437622,0.7118408679962158,0.6375172138214111,0.718318521976471,0.7452318072319031,0.7711654901504517,left
0.7153723835945129,0.664513111114502,0.7099959254264832,0.6287026405334473,0.7075446248054504,0.7352244257926941,0.7615543007850647,left
0.6834257245063782,0.6263579726219177,0.6531454920768738,0.5888503789901733,0.6657118201255798,0.6978743672370911,0.7249183058738708,left
0.6552698016166687,0.5866463780403137,0.608086109161377,0.550014078617096,0.6387582421302795,0.66867995262146,0.6982749700546265,left
0.616942286491394,0.5552167892456055,0.5918250679969788,0.5107426047325134,0.5951605439186096,0.6312311887741089,0.6646369695663452,left
0.5920835733413696,0.5256248712539673,0.5502536296844482,0.4851495921611786,0.5637733340263367,0.5923360586166382,0.6255986094474792,left
0.5817904472351074,0.5161557793617249,0.5453230142593384,0.4761449098587036,0.5560159087181091,0.5842366218566895,0.6171332597732544,left
0.5377871990203857,0.4889194965362549,0.5038489699363708,0.44717735052108765,0.5069764256477356,0.5403294563293457,0.5786072015762329,left
0.5100868940353394,0.44651344418525696,0.4767620861530304,0.41004154086112976,0.4884963035583496,0.5177528262138367,0.5517868995666504,left
0.46340078115463257,0.3927113711833954,0.43673813343048096,0.3591744303703308,0.4461337625980377,0.47171884775161743,0.5046144723892212,left
0.47491317987442017,0.3981621265411377,0.44741326570510864,0.3642210066318512,0.465384304523468,0.48201969265937805,0.5132969617843628,left
0.48292189836502075,0.40511462092399597,0.45184898376464844,0.3739541172981262,0.4699958264827728,0.4868474006652832,0.5178680419921875,left
0.5154098272323608,0.448513388633728,0.4893747568130493,0.42445245385169983,0.5037211179733276,0.5288903713226318,0.5576062798500061,left
0.36688101291656494,0.27443256974220276,0.34891170263290405,0.2513280510902405,0.35296979546546936,0.36805373430252075,0.39047354459762573,left
0.33300158381462097,0.25547903776168823,0.34279564023017883,0.23335811495780945,0.34774431586265564,0.36637502908706665,0.3882809281349182,left
0.3159804940223694,0.24043594300746918,0.3332464098930359,0.21967172622680664,0.3276715576648712,0.3417920768260956,0.36056283116340637,left
0.3186773657798767,0.2359991818666458,0.317405104637146,0.21132756769657135,0.31166306138038635,0.3301621973514557,0.35215699672698975,left
0.3161105513572693,0.23594066500663757,0.3214748799800873,0.2129390388727188,0.3162650167942047,0.33338701725006104,0.35338038206100464,left
0.325373113155365,0.24012918770313263,0.3277819752693176,0.21537187695503235,0.3279880881309509,0.3452880084514618,0.36585384607315063,left
0.3294016718864441,0.24508830904960632,0.33070093393325806,0.2196633517742157,0.3310162425041199,0.3471068739891052,0.36721524596214294,left
0.3603103756904602,0.27987635135650635,0.36170876026153564,0.25587648153305054,0.35522380471229553,0.3745972216129303,0.395593523979187,left
0.4177359342575073,0.33904480934143066,0.41414695978164673,0.3133509159088135,0.41044527292251587,0.432231068611145,0.4569801092147827,left
0.5209290385246277,0.4568290710449219,0.5184495449066162,0.43340256810188293,0.5162879824638367,0.5418073534965515,0.5695657134056091,left
0.6022208333015442,0.5446659922599792,0.5973566174507141,0.5345301628112793,0.5976154208183289,0.6237530708312988,0.6531350016593933,left
0.7127171754837036,0.6669266819953918,0.7086700201034546,0.6544178128242493,0.7150529623031616,0.7466574311256409,0.775296688079834,left
0.7401692867279053,0.6940906047821045,0.7337123155593872,0.6781226992607117,0.7376245260238647,0.7708932757377625,0.8000736236572266,left
0.8140414953231812,0.7715082168579102,0.7957755923271179,0.7484537363052368,0.8033449649810791,0.8419941067695618,0.8728678226470947,left
0.8064850568771362,0.7676356434822083,0.7688602209091187,0.7413148880004883,0.7960699796676636,0.8308985233306885,0.86298668384552,left
0.7579317688941956,0.7060754299163818,0.7313759326934814,0.6836088299751282,0.7405024170875549,0.7726311087608337,0.8024569749832153,left
0.7385836839675903,0.6847110986709595,0.701187014579773,0.6608004570007324,0.7272822260856628,0.7565417289733887,0.7876666784286499,left
0.6821138858795166,0.603721022605896,0.6386079788208008,0.5888709425926208,0.6732130646705627,0.6989629864692688,0.7228109836578369,left
0.6569755673408508,0.583680272102356,0.6184400916099548,0.5610870122909546,0.6607275605201721,0.6909079551696777,0.7186903953552246,left
0.6516137719154358,0.5657148957252502,0.5906454920768738,0.5425431728363037,0.6491196155548096,0.6829112768173218,0.7217303514480591,left
0.6650344133377075,0.5425060987472534,0.588627815246582,0.5262715220451355,0.6518939137458801,0.6855352520942688,0.7198624610900879,left
0.6634873747825623,0.5369852185249329,0.6016967296600342,0.5214826464653015,0.6617472171783447,0.694277286529541,0.7370904684066772,left
0.6473871469497681,0.5143270492553711,0.5679575204849243,0.48852500319480896,0.6459788680076599,0.6846069097518921,0.7319000363349915,left
0.6494771242141724,0.5037758350372314,0.5443177819252014,0.4688446521759033,0.6330591440200806,0.6764430999755859,0.7291014194488525,left
0.6547544598579407,0.5052063465118408,0.5620707273483276,0.47374725341796875,0.6395254731178284,0.6809514164924622,0.7306542992591858,left
0.6803019046783447,0.5519574284553528,0.6363338232040405,0.5109907388687134,0.665115475654602,0.704343855381012,0.7502256631851196,left
0.6980270147323608,0.5728075504302979,0.6292393207550049,0.5309434533119202,0.6771082878112793,0.7142645120620728,0.7510294914245605,left
0.686284601688385,0.5781525373458862,0.6214205026626587,0.5393956899642944,0.6775672435760498,0.7039828300476074,0.7360982894897461,left
0.670234203338623,0.5846933722496033,0.6246257424354553,0.5468364953994751,0.6527806520462036,0.6804490089416504,0.7149603962898254,left
0.6614725589752197,0.5838273763656616,0.6211775541305542,0.5471449494361877,0.6466252207756042,0.676231324672699,0.70918869972229,left
0.643777072429657,0.5896028876304626,0.6214398145675659,0.5608369708061218,0.6319844126701355,0.6634088158607483,0.6954112648963928,left
0.6289802193641663,0.5925838351249695,0.5362690687179565,0.5606445074081421,0.6633689403533936,0.6863579154014587,0.7116090059280396,left
0.6206867098808289,0.5835764408111572,0.6778856515884399,0.5728538036346436,0.6851567625999451,0.6961389183998108,0.7110697627067566,left
0.6157225370407104,0.5665797591209412,0.7287808060646057,0.5864793062210083,0.6923287510871887,0.6983035206794739,0.7050811052322388,left
0.5931164622306824,0.5209284424781799,0.7039072513580322,0.5931016206741333,0.6851692795753479,0.6766866445541382,0.6673966646194458,left
0.5937411189079285,0.5193631052970886,0.7183258533477783,0.587629497051239,0.6825634241104126,0.6781142950057983,0.6729915142059326,left
0.6050478219985962,0.5391924381256104,0.7291479110717773,0.5799256563186646,0.685401976108551,0.6891888380050659,0.6887223720550537,left
0.6119534373283386,0.5570048689842224,0.6378582715988159,0.5677796006202698,0.6741217374801636,0.6877799034118652,0.6984140872955322,left
0.6111490726470947,0.5604365468025208,0.5845711827278137,0.5671581029891968,0.6652632355690002,0.6843700408935547,0.6988329291343689,left
0.6012240052223206,0.5688831806182861,0.6014225482940674,0.544258177280426,0.6533607840538025,0.6766919493675232,0.6970351338386536,left
0.5972078442573547,0.5657533407211304,0.6257904171943665,0.5256524682044983,0.6244809031486511,0.6531808376312256,0.6834092140197754,left
0.5974982976913452,0.5607306361198425,0.6106938719749451,0.527621865272522,0.6157628893852234,0.6425600647926331,0.6729676723480225,left
0.5802949666976929,0.5470705032348633,0.6089134216308594,0.5299685597419739,0.6193550229072571,0.6414190530776978,0.6664833426475525,left
0.577066957950592,0.5426027178764343,0.6066170930862427,0.5256170034408569,0.6202795505523682,0.6396188139915466,0.660472571849823,left
0.5622342824935913,0.5281543731689453,0.6364293098449707,0.5408903360366821,0.6224300861358643,0.6306981444358826,0.6374422311782837,left
0.5658673644065857,0.5068223476409912,0.6517599821090698,0.5455619096755981,0.6285338401794434,0.6190880537033081,0.6215185523033142,left
0.5535134673118591,0.47517094016075134,0.639398455619812,0.5368234515190125,0.6019942760467529,0.5732361674308777,0.5455030202865601,left
0.5510428547859192,0.47005969285964966,0.62644362449646,0.5353414416313171,0.5854194164276123,0.5604971647262573,0.5266613960266113,left
0.5419399738311768,0.45587223768234253,0.5723952651023865,0.5275546312332153,0.5532697439193726,0.5144525170326233,0.4697108864784241,left
0.5225216150283813,0.4457395672798157,0.535841703414917,0.5279064178466797,0.5256919860839844,0.47802120447158813,0.42419520020484924,left
0.5197911858558655,0.44564321637153625,0.5295529961585999,0.5132883191108704,0.5266293883323669,0.4773997962474823,0.4203256666660309,left
0.5422717928886414,0.46617430448532104,0.5774221420288086,0.5034517645835876,0.5662491917610168,0.5407361388206482,0.5114741921424866,left
0.4948787987232208,0.46557456254959106,0.47361090779304504,0.5033583045005798,0.4874650239944458,0.4599393606185913,0.4202325940132141,left
0.473043292760849,0.43772822618484497,0.42501914501190186,0.47940659523010254,0.4603995084762573,0.42828571796417236,0.38663676381111145,left
0.46775734424591064,0.43235448002815247,0.41720083355903625,0.4788822829723358,0.4587157964706421,0.4235045313835144,0.38228362798690796,left
0.44352152943611145,0.41668739914894104,0.38306406140327454,0.4625195860862732,0.43301165103912354,0.3986627459526062,0.35867762565612793,left
0.48498088121414185,0.45265042781829834,0.5828092098236084,0.49391865730285645,0.5457013845443726,0.5479847192764282,0.5545758008956909,left
0.537264883518219,0.5146294236183167,0.5565231442451477,0.5073783993721008,0.5485471487045288,0.5734838843345642,0.6030094623565674,left
0.5541397333145142,0.5331978797912598,0.5701920390129089,0.5165882706642151,0.5592716336250305,0.5881511569023132,0.617549479007721,left
0.559851348400116,0.540486216545105,0.574343204498291,0.5202041268348694,0.5626308917999268,0.5941309928894043,0.6273807883262634,left
0.5617721676826477,0.5465713739395142,0.5761386752128601,0.5225076675415039,0.5666639804840088,0.5981446504592896,0.6283245086669922,left
0.5663677453994751,0.5479711890220642,0.575947642326355,0.5223466157913208,0.566758930683136,0.5980710983276367,0.6265782713890076,left
0.5674142837524414,0.5510191917419434,0.5780690312385559,0.527999997138977,0.5686289668083191,0.6000259518623352,0.6321246027946472,left
0.5657285451889038,0.5467274188995361,0.577870786190033,0.5240442156791687,0.567304253578186,0.5989126563072205,0.6305873394012451,left
0.5645351409912109,0.5454951524734497,0.5742502212524414,0.5222786068916321,0.5649353265762329,0.5963115692138672,0.6267932653427124,left
0.5608194470405579,0.5401427149772644,0.5751088857650757,0.5164677500724792,0.5615319609642029,0.5936763286590576,0.6268118619918823,left
0.5566703677177429,0.5296913981437683,0.5695433020591736,0.5135972499847412,0.55954909324646,0.59352707862854,0.6273875832557678,left
0.5498497486114502,0.5132285952568054,0.5686490535736084,0.4967648386955261,0.5625897645950317,0.5889582633972168,0.6175658106803894,left
0.558872401714325,0.5077068209648132,0.45579272508621216,0.49113523960113525,0.5644083023071289,0.5923173427581787,0.6209117770195007,left
0.5577893257141113,0.5061979293823242,0.4808640480041504,0.48843321204185486,0.5639359951019287,0.5919391512870789,0.6214152574539185,left
0.5492678284645081,0.4978334307670593,0.5324940085411072,0.4729807376861572,0.558351457118988,0.5888071060180664,0.6193708181381226,left
0.5500893592834473,0.4885520339012146,0.5408893823623657,0.45405739545822144,0.5682553052902222,0.5947878360748291,0.6258413195610046,left
0.5484087467193604,0.4778168499469757,0.5227024555206299,0.4494289457798004,0.568886399269104,0.5943062901496887,0.6253660321235657,left
0.5570812821388245,0.4700126349925995,0.4230523407459259,0.44060882925987244,0.5656445622444153,0.5970049500465393,0.6304731369018555,left
0.5611194372177124,0.4648948013782501,0.39544937014579773,0.4341261386871338,0.5638114809989929,0.6005346775054932,0.6366848945617676,left
0.5600749254226685,0.46347522735595703,0.3934255838394165,0.4341488480567932,0.5619066953659058,0.5999013185501099,0.6360316276550293,left
0.5697239637374878,0.4708554744720459,0.4595341086387634,0.4389493465423584,0.5704662799835205,0.6047214269638062,0.6387951970100403,left
0.5742752552032471,0.48849809169769287,0.5132467150688171,0.45075732469558716,0.5843585729598999,0.6125421524047852,0.6442345976829529,left
0.5894849896430969,0.5015011429786682,0.501737654209137,0.46274036169052124,0.5970898270606995,0.6242398023605347,0.6552726626396179,left
0.5799069404602051,0.5029253959655762,0.5443629026412964,0.4776882529258728,0.576648473739624,0.6111993193626404,0.6521570682525635,left
0.5734453201293945,0.5167022943496704,0.542091429233551,0.4874967634677887,0.5583707094192505,0.59554523229599,0.633892834186554,left
0.5675051212310791,0.5092678666114807,0.5257935523986816,0.48007911443710327,0.5545951128005981,0.5920142531394958,0.6281040906906128,left
0.5647661089897156,0.5064019560813904,0.5090818405151367,0.4765875041484833,0.5516266822814941,0.5893051028251648,0.6287526488304138,left
0.5699366331100464,0.47963544726371765,0.5257342457771301,0.4600974917411804,0.5722621083259583,0.6149183511734009,0.6599324941635132,left
0.5751826763153076,0.49552038311958313,0.4934735596179962,0.4522251486778259,0.5749129056930542,0.6038853526115417,0.6354780793190002,left
0.5499247312545776,0.504205048084259,0.5473411083221436,0.4722721576690674,0.5622383952140808,0.5897392630577087,0.6205076575279236,left
0.5613114833831787,0.509307861328125,0.5485267639160156,0.46987566351890564,0.5526835322380066,0.5908225178718567,0.6244567632675171,left
0.5595002770423889,0.5089450478553772,0.564961314201355,0.48292577266693115,0.563410758972168,0.5961344838142395,0.6306861639022827,left
0.5827637910842896,0.5276893377304077,0.58901047706604,0.4996126890182495,0.5840268731117249,0.6179986000061035,0.6507768630981445,left
0.5982568264007568,0.5437413454055786,0.6074793338775635,0.5164218544960022,0.5993357300758362,0.6325663328170776,0.6666020154953003,left
0.6788106560707092,0.6373487114906311,0.6811975836753845,0.6129353642463684,0.6838579773902893,0.7187105417251587,0.7498878240585327,left
0.7660049796104431,0.7276842594146729,0.7549141049385071,0.6950864791870117,0.7583701610565186,0.7994095087051392,0.8332768082618713,left
0.7347462177276611,0.6923889517784119,0.7196241021156311,0.6588196158409119,0.7272739410400391,0.7618163228034973,0.7925193309783936,left
0.6771172285079956,0.6369114518165588,0.6668682098388672,0.597027599811554,0.672057569026947,0.7043708562850952,0.7334434390068054,left
0.6663829684257507,0.625648021697998,0.6629897356033325,0.5887449383735657,0.6633358597755432,0.6942617297172546,0.7235751152038574,left
0.6443715691566467,0.6081019639968872,0.6396073698997498,0.5774880051612854,0.6427167057991028,0.6716946363449097,0.6962934136390686,left
0.620080828666687,0.5902432799339294,0.6174576878547668,0.5703960657119751,0.6173244714736938,0.6407960653305054,0.6645681262016296,left
0.6244785785675049,0.5895979404449463,0.6050037741661072,0.5640959739685059,0.6125597953796387,0.6357035636901855,0.6590914726257324,left
0.6346996426582336,0.5963374972343445,0.6046040654182434,0.5649951696395874,0.6158887147903442,0.6400511264801025,0.6641296148300171,left
0.6400898694992065,0.6030243635177612,0.6073333621025085,0.5684129595756531,0.6165627837181091,0.6414705514907837,0.6654932498931885,left
0.6405765414237976,0.605247974395752,0.6049015522003174,0.5704280138015747,0.6158255338668823,0.6419108510017395,0.666615903377533,left
0.6441752910614014,0.6126754879951477,0.6135385632514954,0.5806117057800293,0.6202383041381836,0.6460617780685425,0.6698782444000244,left
0.6436546444892883,0.6123654246330261,0.6156675219535828,0.5825675129890442,0.6225753426551819,0.648616373538971,0.6725057363510132,left
0.6406562328338623,0.6127845048904419,0.6192208528518677,0.5870427489280701,0.6222070455551147,0.6482650637626648,0.6712221503257751,left
0.6444511413574219,0.6206328272819519,0.6252618432044983,0.5964199900627136,0.6292646527290344,0.6541504263877869,0.6762350797653198,left
0.6498389840126038,0.625316858291626,0.6383303999900818,0.5982915163040161,0.63482266664505,0.6594729423522949,0.6837901473045349,left
0.6553826332092285,0.6350476145744324,0.6421565413475037,0.6073676347732544,0.6391597986221313,0.6639278531074524,0.6891502141952515,left
0.6548402309417725,0.6354066133499146,0.6464757323265076,0.6075997948646545,0.640147864818573,0.6644800901412964,0.6887873411178589,left
